#Time	Computed	Exact
10.4	3131.24	3141.66
10.425	3111.83	3122.31
10.45	3090.92	3101.44
10.475	3068.61	3079.14
10.5	3044.98	3055.5
10.525	3020.15	3030.62
10.55	2994.2	3004.61
10.575	2967.24	2977.56
10.6	2939.37	2949.59
10.625	2910.7	2920.79
10.65	2881.34	2891.29
10.675	2851.38	2861.17
10.7	2820.92	2830.53
10.725	2790.06	2799.49
10.75	2758.89	2768.13
10.775	2727.5	2736.54
10.8	2695.98	2704.81
10.825	2664.41	2673.02
10.85	2632.85	2641.24
10.875	2601.39	2609.55
10.9	2570.08	2578.02
10.925	2538.98	2546.69
10.95	2508.15	2515.63
10.975	2477.63	2484.89
11	2447.46	2454.51
11.025	2417.7	2424.52
11.05	2388.35	2394.96
11.075	2359.47	2365.87
11.1	2331.06	2337.25
11.125	2303.15	2309.14
11.15	2275.75	2281.55
11.175	2248.88	2254.48
11.2	2222.54	2227.96
11.225	2196.74	2201.98
11.25	2171.48	2176.55
11.275	2146.76	2151.67
11.3	2122.58	2127.33
11.325	2098.94	2103.53
11.35	2075.83	2080.27
11.375	2053.24	2057.54
11.4	2031.16	2035.32
11.425	2009.59	2013.62
11.45	1988.51	1992.41
11.475	1967.91	1971.69
11.5	1947.78	1951.45
11.525	1928.11	1931.67
11.55	1908.89	1912.34
11.575	1890.1	1893.45
11.6	1871.74	1874.99
11.625	1853.78	1856.93
11.65	1836.21	1839.28
11.675	1819.03	1822.02
11.7	1802.23	1805.12
11.725	1785.78	1788.6
11.75	1769.68	1772.42
11.775	1753.91	1756.58
11.8	1738.48	1741.08
11.825	1723.35	1725.89
11.85	1708.54	1711
11.875	1694.01	1696.42
11.9	1679.78	1682.12
11.925	1665.82	1668.1
11.95	1652.12	1654.35
11.975	1638.69	1640.87
12	1625.51	1627.63
12.025	1612.57	1614.64
12.05	1599.86	1601.89
12.075	1587.39	1589.37
12.1	1575.13	1577.07
12.125	1563.09	1564.98
12.15	1551.26	1553.11
12.175	1539.63	1541.44
12.2	1528.2	1529.97
12.225	1516.96	1518.69
12.25	1505.91	1507.6
12.275	1495.04	1496.69
12.3	1484.34	1485.96
12.325	1473.81	1475.4
12.35	1463.45	1465.01
12.375	1453.25	1454.78
12.4	1443.21	1444.71
12.425	1433.33	1434.79
12.45	1423.59	1425.03
12.475	1414	1415.41
12.5	1404.55	1405.94
12.525	1395.25	1396.6
12.55	1386.07	1387.4
12.575	1377.03	1378.34
12.6	1368.12	1369.4
12.625	1359.34	1360.6
12.65	1350.68	1351.91
12.675	1342.14	1343.35
12.7	1333.72	1334.91
12.725	1325.41	1326.58
12.75	1317.22	1318.36
12.775	1309.13	1310.26
12.8	1301.16	1302.26
12.825	1293.29	1294.37
12.85	1285.52	1286.59
12.875	1277.86	1278.91
12.9	1270.29	1271.32
12.925	1262.82	1263.83
12.95	1255.44	1256.44
12.975	1248.16	1249.14
13	1240.97	1241.94
13.025	1233.87	1234.82
13.05	1226.86	1227.79
13.075	1219.93	1220.85
13.1	1213.08	1213.99
13.125	1206.32	1207.21
13.15	1199.64	1200.52
13.175	1193.04	1193.9
13.2	1186.52	1187.37
13.225	1180.07	1180.91
13.25	1173.7	1174.52
13.275	1167.4	1168.21
13.3	1161.17	1161.97
13.325	1155.02	1155.81
13.35	1148.93	1149.71
13.375	1142.92	1143.68
13.4	1136.97	1137.72
13.425	1131.09	1131.83
13.45	1125.27	1126
13.475	1119.51	1120.23
13.5	1113.82	1114.53
13.525	1108.19	1108.89
13.55	1102.62	1103.31
13.575	1097.11	1097.79
13.6	1091.66	1092.33
13.625	1086.27	1086.93
13.65	1080.93	1081.58
13.675	1075.65	1076.29
13.7	1070.42	1071.05
13.725	1065.25	1065.87
13.75	1060.13	1060.74
13.775	1055.06	1055.67
13.8	1050.04	1050.64
13.825	1045.08	1045.67
13.85	1040.16	1040.74
13.875	1035.29	1035.87
13.9	1030.47	1031.04
13.925	1025.7	1026.26
13.95	1020.98	1021.53
13.975	1016.3	1016.84
14	1011.66	1012.2
14.025	1007.07	1007.61
14.05	1002.53	1003.06
14.075	998.027	998.548
14.1	993.568	994.083
14.125	989.151	989.659
14.15	984.775	985.277
14.175	980.44	980.936
14.2	976.145	976.635
14.225	971.89	972.374
14.25	967.674	968.153
14.275	963.497	963.97
14.3	959.357	959.824
14.325	955.255	955.717
14.35	951.19	951.646
14.375	947.161	947.612
14.4	943.168	943.614
14.425	939.211	939.652
14.45	935.288	935.724
14.475	931.4	931.831
14.5	927.546	927.972
14.525	923.726	924.147
14.55	919.938	920.354
14.575	916.183	916.595
14.6	912.46	912.867
14.625	908.769	909.172
14.65	905.109	905.508
14.675	901.481	901.875
14.7	897.882	898.272
14.725	894.314	894.7
14.75	890.776	891.157
14.775	887.267	887.644
14.8	883.787	884.16
14.825	880.335	880.705
14.85	876.912	877.278
14.875	873.517	873.879
14.9	870.149	870.507
14.925	866.809	867.163
14.95	863.495	863.846
14.975	860.208	860.555
15	856.947	857.29
15.025	853.712	854.052
15.05	850.502	850.839
15.075	847.318	847.651
15.1	844.159	844.488
15.125	841.024	841.35
15.15	837.914	838.237
15.175	834.827	835.147
15.2	831.765	832.082
15.225	828.726	829.04
15.25	825.71	826.021
15.275	822.717	823.025
15.3	819.747	820.052
15.325	816.799	817.101
15.35	813.873	814.173
15.375	810.97	811.266
15.4	808.088	808.381
15.425	805.227	805.518
15.45	802.387	802.676
15.475	799.569	799.854
15.5	796.771	797.054
15.525	793.993	794.274
15.55	791.236	791.514
15.575	788.499	788.774
15.6	785.781	786.054
15.625	783.083	783.354
15.65	780.404	780.673
15.675	777.745	778.011
15.7	775.104	775.368
15.725	772.482	772.743
15.75	769.879	770.138
15.775	767.294	767.55
15.8	764.727	764.981
15.825	762.178	762.43
15.85	759.646	759.896
15.875	757.132	757.38
15.9	754.636	754.882
15.925	752.157	752.4
15.95	749.694	749.936
15.975	747.249	747.488
16	744.82	745.057
16.025	742.407	742.643
16.05	740.011	740.245
16.075	737.631	737.863
16.1	735.267	735.497
16.125	732.918	733.146
16.15	730.586	730.812
16.175	728.268	728.493
16.2	725.966	726.189
16.225	723.68	723.901
16.25	721.408	721.627
16.275	719.151	719.368
16.3	716.909	717.124
16.325	714.681	714.895
16.35	712.468	712.68
16.375	710.269	710.48
16.4	708.084	708.293
16.425	705.913	706.121
16.45	703.756	703.962
16.475	701.613	701.817
16.5	699.483	699.686
16.525	697.367	697.568
16.55	695.264	695.464
16.575	693.174	693.373
16.6	691.098	691.295
16.625	689.034	689.229
16.65	686.983	687.177
16.675	684.945	685.137
16.7	682.919	683.11
16.725	680.906	681.096
16.75	678.905	679.094
16.775	676.917	677.104
16.8	674.94	675.126
16.825	672.976	673.16
16.85	671.023	671.207
16.875	669.083	669.265
16.9	667.153	667.334
16.925	665.236	665.415
16.95	663.33	663.508
16.975	661.435	661.612
17	659.552	659.728
17.025	657.68	657.854
17.05	655.818	655.992
17.075	653.968	654.14
17.1	652.129	652.3
17.125	650.3	650.47
17.15	648.482	648.651
17.175	646.674	646.842
17.2	644.877	645.044
17.225	643.091	643.256
17.25	641.315	641.479
17.275	639.548	639.712
17.3	637.793	637.955
17.325	636.047	636.208
17.35	634.311	634.471
17.375	632.584	632.744
17.4	630.868	631.026
17.425	629.161	629.319
17.45	627.464	627.62
17.475	625.776	625.932
17.5	624.098	624.253
17.525	622.429	622.583
17.55	620.77	620.922
17.575	619.119	619.271
17.6	617.478	617.629
17.625	615.846	615.996
17.65	614.223	614.372
17.675	612.608	612.756
17.7	611.003	611.15
17.725	609.406	609.552
17.75	607.818	607.963
17.775	606.238	606.383
17.8	604.667	604.811
17.825	603.105	603.248
17.85	601.551	601.693
17.875	600.005	600.146
17.9	598.467	598.608
17.925	596.938	597.078
17.95	595.417	595.556
17.975	593.903	594.042
18	592.398	592.536
18.025	590.901	591.037
18.05	589.411	589.547
18.075	587.93	588.065
18.1	586.456	586.59
18.125	584.99	585.123
18.15	583.531	583.664
18.175	582.08	582.212
18.2	580.636	580.768
18.225	579.2	579.331
18.25	577.772	577.902
18.275	576.35	576.48
18.3	574.936	575.065
18.325	573.529	573.657
18.35	572.129	572.257
18.375	570.737	570.863
18.4	569.351	569.477
18.425	567.972	568.098
18.45	566.6	566.725
18.475	565.236	565.36
18.5	563.878	564.001
18.525	562.526	562.649
18.55	561.182	561.304
18.575	559.844	559.966
18.6	558.513	558.634
18.625	557.188	557.308
18.65	555.87	555.99
18.675	554.558	554.677
18.7	553.253	553.372
18.725	551.954	552.072
18.75	550.662	550.779
18.775	549.375	549.492
18.8	548.095	548.212
18.825	546.822	546.937
18.85	545.554	545.669
18.875	544.292	544.407
18.9	543.037	543.151
18.925	541.787	541.901
18.95	540.544	540.657
18.975	539.306	539.419
19	538.075	538.187
19.025	536.849	536.96
19.05	535.629	535.74
19.075	534.414	534.525
19.1	533.206	533.316
19.125	532.003	532.113
19.15	530.806	530.915
19.175	529.614	529.723
19.2	528.428	528.536
19.225	527.247	527.355
19.25	526.072	526.179
19.275	524.902	525.009
19.3	523.738	523.844
19.325	522.579	522.685
19.35	521.426	521.531
19.375	520.277	520.382
19.4	519.134	519.239
19.425	517.997	518.101
19.45	516.864	516.967
19.475	515.736	515.839
19.5	514.614	514.717
19.525	513.497	513.599
19.55	512.384	512.486
19.575	511.277	511.378
19.6	510.175	510.276
19.625	509.077	509.178
19.65	507.985	508.085
19.675	506.897	506.997
19.7	505.814	505.914
19.725	504.736	504.835
19.75	503.663	503.762
19.775	502.595	502.693
19.8	501.531	501.629
19.825	500.472	500.569
19.85	499.418	499.515
19.875	498.368	498.464
19.9	497.322	497.419
19.925	496.282	496.378
19.95	495.246	495.341
19.975	494.214	494.309
20	493.187	493.282
